Date,Festival,Product_Category,Sub_Category,Actual Price,Discount Price,Discount (%),Profit,Sales_Quantity,Age,Gender,Location,Review Rating,Previous Purchases,Frequency Of Purchases,Income,Browsing Time,Frequency,Festival Day Type
2024-02-17,Normal Days,Clothing,Dress,82,52,36.59,30,5,41,Female,North Dakota,3.8,6,Every 3 Months,148955,24,Low,Non-Festival Day
2024-06-08,Normal Days,Accessories,Hat,97,66,31.96,31,8,57,Female,Minnesota,4.7,27,Quarterly,109099,21,Low,Non-Festival Day
2024-11-08,Normal Days,Clothing,Sweater,82,35,57.32,47,9,34,Female,Nebraska,2.8,2,Weekly,27967,20,Low,Non-Festival Day
2024-04-27,Normal Days,Outerwear,Coat,74,43,41.89,31,4,27,Female,Delaware,2.6,39,Bi-Weekly,130719,11,Low,Non-Festival Day
2024-04-09,Normal Days,Clothing,Hoodie,70,24,65.71,46,7,39,Female,Minnesota,3.8,9,Quarterly,31871,26,Low,Non-Festival Day
2024-06-15,Normal Days,Accessories,Jewelry,93,83,10.75,10,7,62,Female,Rhode Island,2.8,16,Every 3 Months,114299,7,Low,Non-Festival Day
2024-10-16,Normal Days,Clothing,T-shirt,81,62,23.46,19,4,34,Female,Michigan,2.6,36,Quarterly,97452,25,Low,Non-Festival Day
2024-06-04,Normal Days,Clothing,Pants,112,78,30.36,34,8,53,Female,New Jersey,3.4,2,Bi-Weekly,94270,23,Low,Non-Festival Day
2024-01-07,Normal Days,Clothing,Sweater,107,61,42.99,46,7,35,Female,South Dakota,4.5,21,Weekly,53613,12,Low,Non-Festival Day
2024-07-14,Normal Days,Clothing,Pants,98,57,41.84,41,11,38,Female,North Carolina,3.8,39,Annually,48179,9,Low,Non-Festival Day
2024-02-25,Normal Days,Clothing,Socks,111,70,36.94,41,10,32,Female,Oregon,3.0,38,Annually,140465,10,Low,Non-Festival Day
2024-11-16,Normal Days,Clothing,Hoodie,103,57,44.66,46,11,47,Female,Montana,3.7,6,Every 3 Months,72188,6,Low,Non-Festival Day
2024-07-11,Normal Days,Accessories,Scarf,115,74,35.65,41,10,53,Female,New Jersey,4.4,6,Bi-Weekly,75099,28,Low,Non-Festival Day
2024-02-16,Normal Days,Clothing,Dress,129,90,30.23,39,6,60,Female,Arizona,3.1,50,Monthly,55262,29,Low,Non-Festival Day
2024-05-27,Normal Days,Footwear,Sandals,125,98,21.6,27,6,31,Female,Vermont,4.2,9,Annually,98213,23,Low,Non-Festival Day
2024-10-01,Normal Days,Clothing,Dress,53,43,18.87,10,7,44,Female,Colorado,3.1,15,Every 3 Months,137407,17,Low,Non-Festival Day
2024-06-05,Normal Days,Clothing,Pants,45,37,17.78,8,5,29,Female,Tennessee,5.0,5,Quarterly,38268,10,Low,Non-Festival Day
2024-07-20,Back to School Sales,Clothing,Blouse,60,38,36.67,22,12,19,Female,New Jersey,2.7,13,Bi-Weekly,97866,67,High,Festival Day
2024-05-05,Normal Days,Clothing,Jeans,73,60,17.81,13,7,54,Female,Montana,3.8,44,Fortnightly,106269,6,Low,Non-Festival Day
2024-10-31,Halloween,Clothing,Pants,88,55,37.5,33,11,40,Female,Montana,3.3,36,Annually,80545,87,High,Festival Day
2024-10-20,Normal Days,Accessories,Sunglasses,68,51,25.0,17,3,39,Female,Nevada,4.8,18,Fortnightly,123483,28,Low,Non-Festival Day
2024-03-04,Normal Days,Accessories,Backpack,92,71,22.83,21,4,44,Female,Nevada,3.4,39,Weekly,112822,9,Low,Non-Festival Day
2024-11-20,Normal Days,Clothing,Hoodie,110,61,44.55,49,6,22,Female,Louisiana,4.4,11,Every 3 Months,92146,15,Low,Non-Festival Day
2024-06-24,Normal Days,Footwear,Boots,101,65,35.64,36,4,30,Female,Illinois,3.9,1,Bi-Weekly,91966,15,Low,Non-Festival Day
2024-04-25,Normal Days,Accessories,Gloves,60,34,43.33,26,3,69,Female,South Carolina,3.9,34,Annually,59922,28,Low,Non-Festival Day
2024-07-22,Back to School Sales,Clothing,Blouse,95,87,8.42,8,6,28,Female,Washington,4.2,47,Bi-Weekly,99364,43,High,Festival Day
2024-11-16,Normal Days,Clothing,Sweater,88,79,10.23,9,7,57,Female,Nebraska,4.0,24,Quarterly,62913,17,Low,Non-Festival Day
2024-01-31,Normal Days,Clothing,Dress,87,46,47.13,41,11,46,Female,Alabama,2.6,20,Quarterly,117033,12,Low,Non-Festival Day
2024-04-22,Normal Days,Clothing,Socks,117,72,38.46,45,7,48,Female,Montana,4.4,11,Annually,124792,19,Low,Non-Festival Day
2024-12-30,Year-End Clearance,Clothing,Shirt,110,93,15.45,17,15,24,Female,Minnesota,3.2,3,Every 3 Months,139425,73,High,Festival Day
2024-11-20,Normal Days,Footwear,Sandals,114,76,33.33,38,7,50,Female,Ohio,4.3,38,Bi-Weekly,75677,7,Low,Non-Festival Day
2024-12-09,Green Monday,Footwear,Shoes,105,56,46.67,49,18,29,Female,New York,4.9,45,Weekly,122154,50,High,Festival Day
2024-03-07,Normal Days,Footwear,Sandals,109,83,23.85,26,6,61,Female,Indiana,3.8,31,Quarterly,69841,27,Low,Non-Festival Day
2024-03-15,Normal Days,Accessories,Gloves,117,90,23.08,27,4,34,Female,Delaware,2.5,16,Bi-Weekly,66332,9,Low,Non-Festival Day
2024-02-14,Valentineâ€™s Day,Footwear,Boots,101,94,6.93,7,6,27,Female,Connecticut,4.9,3,Quarterly,112062,67,High,Festival Day
2024-09-16,Normal Days,Clothing,Blouse,114,68,40.35,46,6,38,Female,New York,3.0,15,Annually,139863,6,Low,Non-Festival Day
2024-06-02,Normal Days,Footwear,Sandals,91,53,41.76,38,5,25,Female,Alabama,3.2,11,Every 3 Months,115694,12,Low,Non-Festival Day
2024-06-03,Normal Days,Outerwear,Coat,71,35,50.7,36,8,54,Female,Massachusetts,2.9,22,Fortnightly,45032,9,Low,Non-Festival Day
2024-12-28,Year-End Clearance,Outerwear,Jacket,79,30,62.03,49,16,53,Female,South Carolina,2.8,35,Annually,57846,83,High,Festival Day
2024-08-21,Normal Days,Accessories,Jewelry,51,26,49.02,25,3,23,Female,West Virginia,3.1,5,Bi-Weekly,79474,21,Low,Non-Festival Day
2024-02-20,Normal Days,Accessories,Hat,108,60,44.44,48,8,19,Female,Kentucky,3.4,35,Bi-Weekly,64936,6,Low,Non-Festival Day
2024-11-01,Normal Days,Footwear,Shoes,55,30,45.45,25,4,57,Female,New Jersey,2.9,27,Weekly,49794,15,Low,Non-Festival Day
2024-09-18,Normal Days,Outerwear,Coat,139,91,34.53,48,9,19,Female,New York,3.2,9,Monthly,81588,8,Low,Non-Festival Day
2024-11-10,Normal Days,Footwear,Boots,86,71,17.44,15,4,33,Female,Massachusetts,3.8,21,Bi-Weekly,90984,15,Low,Non-Festival Day
2024-05-04,Normal Days,Accessories,Scarf,107,64,40.19,43,6,33,Female,Florida,3.6,23,Monthly,70331,13,Low,Non-Festival Day
2024-09-01,Labor Day Weekend Sale,Accessories,Hat,62,54,12.9,8,10,38,Female,Michigan,4.3,3,Bi-Weekly,114397,35,High,Festival Day
2024-01-30,Normal Days,Clothing,Socks,40,35,12.5,5,2,47,Female,Oregon,4.8,31,Annually,48141,28,Low,Non-Festival Day
2024-05-01,Normal Days,Clothing,T-shirt,70,38,45.71,32,5,39,Female,Michigan,2.5,44,Annually,29074,6,Low,Non-Festival Day
2024-05-04,Normal Days,Accessories,Jewelry,97,69,28.87,28,5,32,Female,Washington,2.5,20,Monthly,26406,19,Low,Non-Festival Day
2024-02-06,Normal Days,Clothing,Skirt,135,96,28.89,39,10,27,Female,Alaska,4.6,34,Weekly,117359,9,Low,Non-Festival Day
2024-06-18,Normal Days,Clothing,Socks,90,73,18.89,17,7,67,Female,Montana,4.2,17,Every 3 Months,143279,16,Low,Non-Festival Day
2024-05-03,Normal Days,Accessories,Belt,87,49,43.68,38,6,46,Female,New Mexico,4.2,20,Annually,43291,17,Low,Non-Festival Day
2024-12-22,Christmas Sales,Footwear,Boots,59,44,25.42,15,15,36,Female,Connecticut,4.8,46,Every 3 Months,61568,61,High,Festival Day
2024-02-04,Normal Days,Clothing,Socks,133,93,30.08,40,11,62,Female,Alaska,4.5,28,Annually,117539,21,Low,Non-Festival Day
2024-03-27,Normal Days,Clothing,Pants,93,72,22.58,21,3,31,Female,Ohio,3.3,6,Fortnightly,66851,8,Low,Non-Festival Day
2024-05-13,Normal Days,Clothing,Socks,130,91,30.0,39,11,68,Female,Montana,2.7,50,Bi-Weekly,119942,14,Low,Non-Festival Day
2024-07-14,Normal Days,Accessories,Belt,105,83,20.95,22,6,57,Female,Nebraska,2.8,41,Monthly,74823,5,Low,Non-Festival Day
2024-09-30,Normal Days,Outerwear,Jacket,106,62,41.51,44,5,22,Female,Oklahoma,3.5,50,Annually,43312,15,Low,Non-Festival Day
2024-07-19,Back to School Sales,Clothing,Shirt,97,71,26.8,26,13,26,Female,Kentucky,3.0,33,Monthly,63108,77,High,Festival Day
2024-10-11,Normal Days,Accessories,Gloves,121,93,23.14,28,5,43,Female,Idaho,4.5,25,Quarterly,86918,15,Low,Non-Festival Day
2024-03-17,Normal Days,Accessories,Handbag,86,63,26.74,23,5,45,Female,Maryland,4.3,2,Weekly,54171,13,Low,Non-Festival Day
2024-02-28,Normal Days,Clothing,Sweater,137,96,29.93,41,8,64,Female,Tennessee,4.1,15,Annually,61779,6,Low,Non-Festival Day
2024-05-05,Normal Days,Clothing,Skirt,121,78,35.54,43,9,28,Female,Michigan,4.3,12,Weekly,88828,11,Low,Non-Festival Day
2024-04-18,Normal Days,Clothing,Dress,49,24,51.02,25,6,47,Female,Tennessee,5.0,28,Bi-Weekly,127315,23,Low,Non-Festival Day
2024-08-11,Back to School Sales,Clothing,Pants,75,63,16.0,12,12,53,Female,Rhode Island,3.8,12,Bi-Weekly,118723,59,High,Festival Day
2024-10-04,Normal Days,Accessories,Hat,90,58,35.56,32,8,42,Female,Florida,4.9,3,Annually,32411,22,Low,Non-Festival Day
2024-03-08,Normal Days,Footwear,Boots,64,55,14.06,9,5,51,Female,Louisiana,5.0,20,Weekly,122821,24,Low,Non-Festival Day
2024-03-09,Normal Days,Footwear,Sandals,79,58,26.58,21,6,62,Female,Arkansas,4.3,3,Bi-Weekly,137990,11,Low,Non-Festival Day
2024-06-13,Normal Days,Outerwear,Coat,69,28,59.42,41,9,18,Female,Kentucky,4.1,32,Fortnightly,77009,27,Low,Non-Festival Day
2024-10-31,Halloween,Clothing,Blouse,77,37,51.95,40,12,48,Female,Kansas,4.5,35,Monthly,35422,70,High,Festival Day
2024-06-10,Normal Days,Clothing,Shorts,101,78,22.77,23,6,20,Female,Vermont,3.6,31,Monthly,62468,16,Low,Non-Festival Day
2024-12-30,Year-End Clearance,Clothing,Blouse,104,73,29.81,31,10,32,Female,Nevada,3.0,13,Annually,52371,64,High,Festival Day
2024-12-07,Normal Days,Outerwear,Jacket,58,20,65.52,38,9,26,Female,Oklahoma,3.7,3,Fortnightly,77022,27,Low,Non-Festival Day
2024-11-04,Normal Days,Clothing,Shirt,75,60,20.0,15,7,31,Female,Alabama,4.3,48,Bi-Weekly,91229,26,Low,Non-Festival Day
2024-12-08,Normal Days,Accessories,Handbag,120,71,40.83,49,6,55,Female,Louisiana,4.6,15,Bi-Weekly,119071,20,Low,Non-Festival Day
2024-02-11,Normal Days,Clothing,T-shirt,105,89,15.24,16,6,49,Female,Ohio,4.7,13,Annually,71196,11,Low,Non-Festival Day
2024-12-19,Normal Days,Clothing,Hoodie,78,53,32.05,25,8,42,Female,Texas,4.6,21,Monthly,100354,27,Low,Non-Festival Day
2024-04-18,Normal Days,Accessories,Jewelry,102,87,14.71,15,6,64,Female,Maryland,3.0,29,Fortnightly,116774,9,Low,Non-Festival Day
2024-02-20,Normal Days,Accessories,Jewelry,80,37,53.75,43,8,68,Female,West Virginia,3.4,24,Quarterly,116410,29,Low,Non-Festival Day
2024-09-06,Normal Days,Clothing,Hoodie,69,37,46.38,32,5,68,Female,Ohio,3.8,21,Annually,46715,27,Low,Non-Festival Day
2024-12-06,Normal Days,Accessories,Scarf,87,78,10.34,9,7,41,Female,Indiana,3.1,5,Bi-Weekly,47605,11,Low,Non-Festival Day
2024-01-21,Normal Days,Footwear,Shoes,44,23,47.73,21,9,51,Female,Wyoming,4.4,47,Quarterly,119853,23,Low,Non-Festival Day
2024-10-26,Normal Days,Clothing,Jeans,97,73,24.74,24,6,44,Female,Michigan,4.5,34,Every 3 Months,51174,21,Low,Non-Festival Day
2024-05-18,Normal Days,Accessories,Jewelry,72,27,62.5,45,11,27,Female,Maine,2.8,45,Fortnightly,29956,20,Low,Non-Festival Day
2024-12-24,Christmas Sales,Outerwear,Coat,75,59,21.33,16,9,36,Female,Utah,2.7,12,Annually,124444,59,High,Festival Day
2024-11-19,Normal Days,Accessories,Backpack,63,53,15.87,10,2,19,Female,Iowa,3.4,31,Weekly,96373,25,Low,Non-Festival Day
2024-04-01,Normal Days,Clothing,Socks,63,42,33.33,21,3,49,Female,Maryland,4.6,43,Annually,89252,28,Low,Non-Festival Day
2024-10-06,Normal Days,Accessories,Scarf,68,45,33.82,23,4,18,Female,Texas,5.0,5,Annually,81949,25,Low,Non-Festival Day
2024-05-04,Normal Days,Accessories,Sunglasses,119,89,25.21,30,9,36,Female,Ohio,3.5,36,Quarterly,82646,23,Low,Non-Festival Day
2024-04-20,Normal Days,Clothing,Socks,133,85,36.09,48,10,36,Female,North Dakota,3.3,12,Annually,90017,29,Low,Non-Festival Day
2024-12-19,Normal Days,Outerwear,Coat,117,69,41.03,48,10,19,Female,West Virginia,4.5,31,Bi-Weekly,83037,22,Low,Non-Festival Day
2024-05-18,Normal Days,Footwear,Sandals,102,66,35.29,36,8,43,Female,North Carolina,3.1,31,Bi-Weekly,109818,23,Low,Non-Festival Day
2024-09-29,Normal Days,Clothing,Blouse,52,42,19.23,10,5,31,Female,Georgia,4.0,15,Weekly,26548,8,Low,Non-Festival Day
2024-04-08,Normal Days,Clothing,Dress,80,40,50.0,40,10,63,Female,Kansas,2.5,11,Weekly,136981,5,Low,Non-Festival Day
2024-09-08,Normal Days,Clothing,Pants,124,82,33.87,42,8,41,Female,Maine,4.4,18,Monthly,123141,8,Low,Non-Festival Day
2024-12-03,Normal Days,Footwear,Sneakers,103,88,14.56,15,3,48,Female,South Carolina,4.4,9,Quarterly,93294,8,Low,Non-Festival Day
2024-04-13,Normal Days,Footwear,Boots,136,99,27.21,37,10,68,Female,South Carolina,3.2,11,Weekly,129204,13,Low,Non-Festival Day
2024-08-01,Back to School Sales,Accessories,Handbag,113,85,24.78,28,12,53,Female,Kentucky,3.8,38,Bi-Weekly,43177,37,High,Festival Day
2024-09-05,Normal Days,Accessories,Handbag,84,57,32.14,27,4,36,Female,Arizona,4.6,42,Quarterly,44022,6,Low,Non-Festival Day
2024-05-31,Normal Days,Clothing,Sweater,75,56,25.33,19,8,46,Female,New York,4.9,41,Monthly,126297,27,Low,Non-Festival Day
2024-09-06,Normal Days,Footwear,Sandals,110,79,28.18,31,4,21,Female,New Hampshire,3.5,45,Monthly,140695,10,Low,Non-Festival Day
2024-10-01,Normal Days,Clothing,Socks,82,67,18.29,15,4,52,Female,Ohio,3.4,41,Bi-Weekly,25542,27,Low,Non-Festival Day
2024-06-13,Normal Days,Accessories,Gloves,82,61,25.61,21,4,66,Female,Hawaii,3.9,35,Weekly,111012,15,Low,Non-Festival Day
2024-12-06,Normal Days,Clothing,Hoodie,55,37,32.73,18,8,19,Female,Texas,3.9,21,Every 3 Months,116320,8,Low,Non-Festival Day
2024-01-08,Normal Days,Clothing,Dress,106,75,29.25,31,6,44,Female,Illinois,4.2,13,Bi-Weekly,80428,18,Low,Non-Festival Day
2024-10-10,Normal Days,Clothing,Shirt,43,21,51.16,22,4,50,Female,Massachusetts,3.4,23,Fortnightly,42740,25,Low,Non-Festival Day
2024-01-05,Normal Days,Clothing,Shorts,121,89,26.45,32,8,51,Female,North Carolina,4.9,6,Weekly,79353,26,Low,Non-Festival Day
2024-05-24,Normal Days,Footwear,Sandals,32,24,25.0,8,7,25,Female,West Virginia,2.9,39,Annually,110353,13,Low,Non-Festival Day
2024-04-10,Normal Days,Clothing,Sweater,38,27,28.95,11,6,62,Female,Delaware,4.9,7,Quarterly,133132,6,Low,Non-Festival Day
2024-06-12,Normal Days,Clothing,Dress,75,26,65.33,49,5,48,Female,Idaho,4.6,32,Every 3 Months,76532,29,Low,Non-Festival Day
2024-05-26,Normal Days,Footwear,Boots,121,82,32.23,39,10,62,Female,Oregon,3.6,43,Quarterly,36052,5,Low,Non-Festival Day
2024-03-04,Normal Days,Clothing,Pants,41,28,31.71,13,8,22,Female,Maine,4.3,15,Monthly,120689,8,Low,Non-Festival Day
2024-03-31,Easter Sales,Accessories,Gloves,77,65,15.58,12,7,48,Female,South Dakota,4.6,48,Annually,67076,73,High,Festival Day
2024-04-26,Normal Days,Clothing,Pants,131,82,37.4,49,7,48,Female,New Mexico,4.7,35,Weekly,73420,9,Low,Non-Festival Day
2024-12-19,Normal Days,Accessories,Scarf,59,38,35.59,21,4,62,Female,Washington,3.5,41,Quarterly,20671,13,Low,Non-Festival Day
2024-09-23,Normal Days,Clothing,Shorts,54,33,38.89,21,6,24,Female,Georgia,2.8,14,Weekly,20163,26,Low,Non-Festival Day
2024-11-05,Normal Days,Footwear,Shoes,75,38,49.33,37,4,39,Female,Idaho,4.0,22,Monthly,61424,8,Low,Non-Festival Day
2024-06-21,Normal Days,Accessories,Handbag,84,48,42.86,36,7,35,Female,Colorado,4.3,16,Every 3 Months,129538,20,Low,Non-Festival Day
2024-02-16,Normal Days,Footwear,Sandals,47,35,25.53,12,5,47,Female,Kentucky,3.8,2,Bi-Weekly,73744,6,Low,Non-Festival Day
2024-05-19,Normal Days,Clothing,Socks,52,29,44.23,23,4,22,Female,New Jersey,3.0,13,Every 3 Months,90331,20,Low,Non-Festival Day
2024-09-02,Labor Day Weekend Sale,Clothing,Shirt,90,48,46.67,42,10,38,Female,Oregon,4.6,38,Fortnightly,30634,45,High,Festival Day
2024-05-28,Normal Days,Footwear,Shoes,94,87,7.45,7,3,53,Female,Nebraska,4.8,43,Weekly,24798,25,Low,Non-Festival Day
2024-09-02,Labor Day Weekend Sale,Accessories,Backpack,71,62,12.68,9,7,31,Female,Massachusetts,4.7,26,Quarterly,42420,85,High,Festival Day
2024-01-05,Normal Days,Clothing,Shirt,113,96,15.04,17,3,31,Female,Nebraska,3.9,39,Weekly,137043,28,Low,Non-Festival Day
2024-07-02,Normal Days,Accessories,Handbag,76,41,46.05,35,7,65,Female,Hawaii,4.0,50,Monthly,140575,26,Low,Non-Festival Day
2024-01-20,Normal Days,Accessories,Jewelry,62,42,32.26,20,4,48,Female,Indiana,3.7,40,Every 3 Months,147158,15,Low,Non-Festival Day
2024-02-15,Normal Days,Clothing,Shirt,93,57,38.71,36,5,18,Female,Illinois,3.7,12,Fortnightly,49300,5,Low,Non-Festival Day
2024-01-12,Normal Days,Accessories,Handbag,91,65,28.57,26,4,46,Female,Colorado,4.2,33,Every 3 Months,109881,19,Low,Non-Festival Day
2024-03-10,Normal Days,Clothing,Pants,87,54,37.93,33,4,52,Female,Pennsylvania,4.7,49,Weekly,30749,28,Low,Non-Festival Day
2024-01-17,Normal Days,Clothing,T-shirt,48,22,54.17,26,5,50,Female,Ohio,4.3,43,Bi-Weekly,124131,8,Low,Non-Festival Day
2024-05-26,Normal Days,Footwear,Sneakers,143,96,32.87,47,11,49,Female,Pennsylvania,4.9,14,Monthly,45121,22,Low,Non-Festival Day
2024-06-02,Normal Days,Accessories,Jewelry,88,81,7.95,7,3,69,Female,Mississippi,3.9,21,Every 3 Months,148563,21,Low,Non-Festival Day
2024-10-30,Normal Days,Clothing,Shirt,60,46,23.33,14,2,36,Female,Kentucky,3.4,31,Quarterly,57487,11,Low,Non-Festival Day
2024-04-17,Normal Days,Clothing,Blouse,120,74,38.33,46,8,30,Female,Alaska,4.2,29,Fortnightly,113947,22,Low,Non-Festival Day
2024-08-23,Normal Days,Footwear,Sneakers,75,50,33.33,25,8,25,Female,Georgia,4.7,32,Monthly,53361,17,Low,Non-Festival Day
2024-11-03,Normal Days,Clothing,Dress,100,80,20.0,20,9,19,Female,South Dakota,4.0,16,Bi-Weekly,41223,24,Low,Non-Festival Day
2024-12-17,Normal Days,Footwear,Boots,72,56,22.22,16,6,34,Female,South Carolina,4.0,38,Bi-Weekly,92930,24,Low,Non-Festival Day
2024-03-10,Normal Days,Clothing,Skirt,75,69,8.0,6,8,29,Female,Tennessee,3.1,34,Every 3 Months,34056,14,Low,Non-Festival Day
2024-07-01,Normal Days,Clothing,Shirt,142,97,31.69,45,11,50,Female,Colorado,4.2,30,Quarterly,48380,5,Low,Non-Festival Day
2024-09-06,Normal Days,Clothing,Shorts,94,66,29.79,28,4,31,Female,Wisconsin,3.7,14,Fortnightly,46035,6,Low,Non-Festival Day
2024-08-15,Back to School Sales,Accessories,Hat,109,70,35.78,39,11,41,Female,Georgia,3.1,33,Monthly,50620,78,High,Festival Day
2024-04-11,Normal Days,Footwear,Shoes,84,50,40.48,34,5,52,Female,Maryland,3.7,35,Weekly,39877,26,Low,Non-Festival Day
2024-03-15,Normal Days,Clothing,Pants,119,85,28.57,34,5,27,Female,New Jersey,3.2,13,Quarterly,145481,7,Low,Non-Festival Day
2024-08-03,Back to School Sales,Accessories,Backpack,98,59,39.8,39,17,49,Female,Nevada,2.8,30,Fortnightly,75316,46,High,Festival Day
2024-07-21,Back to School Sales,Clothing,Pants,97,74,23.71,23,11,69,Female,Michigan,2.9,30,Monthly,84041,41,High,Festival Day
2024-07-10,Normal Days,Accessories,Sunglasses,50,38,24.0,12,6,45,Female,Wyoming,3.5,47,Annually,128940,28,Low,Non-Festival Day
2024-09-05,Normal Days,Clothing,Sweater,129,99,23.26,30,5,20,Female,Massachusetts,3.8,1,Every 3 Months,137360,16,Low,Non-Festival Day
2024-08-29,Normal Days,Clothing,Blouse,141,97,31.21,44,8,25,Female,Washington,4.7,1,Weekly,73352,24,Low,Non-Festival Day
2024-06-27,Normal Days,Accessories,Scarf,78,67,14.1,11,4,38,Female,Maine,4.5,33,Annually,50911,14,Low,Non-Festival Day
2024-08-06,Back to School Sales,Clothing,T-shirt,54,20,62.96,34,14,55,Female,Montana,3.9,43,Weekly,52784,36,High,Festival Day
2024-03-22,Normal Days,Accessories,Sunglasses,56,45,19.64,11,3,62,Female,Oklahoma,3.4,37,Weekly,23191,14,Low,Non-Festival Day
2024-04-01,Normal Days,Footwear,Shoes,59,52,11.86,7,6,54,Female,North Dakota,4.6,23,Quarterly,53160,22,Low,Non-Festival Day
2024-06-23,Normal Days,Clothing,Pants,73,68,6.85,5,7,61,Female,Connecticut,4.6,12,Annually,110536,26,Low,Non-Festival Day
2024-08-26,Normal Days,Footwear,Sneakers,138,98,28.99,40,6,50,Female,Texas,4.7,30,Fortnightly,124576,10,Low,Non-Festival Day
2024-09-16,Normal Days,Footwear,Shoes,112,83,25.89,29,9,65,Female,Delaware,3.2,7,Weekly,84641,11,Low,Non-Festival Day
2024-12-30,Year-End Clearance,Clothing,Shorts,92,51,44.57,41,12,68,Female,Mississippi,5.0,20,Monthly,69723,89,High,Festival Day
2024-06-11,Normal Days,Accessories,Handbag,26,21,19.23,5,6,55,Female,Minnesota,4.5,10,Monthly,23631,21,Low,Non-Festival Day
2024-02-17,Normal Days,Accessories,Handbag,111,92,17.12,19,8,57,Female,Georgia,3.5,40,Every 3 Months,26172,16,Low,Non-Festival Day
2024-11-24,Normal Days,Footwear,Shoes,104,63,39.42,41,8,56,Female,Iowa,4.5,21,Monthly,62080,21,Low,Non-Festival Day
2024-11-23,Normal Days,Accessories,Jewelry,73,56,23.29,17,7,29,Female,New York,3.2,17,Bi-Weekly,109097,22,Low,Non-Festival Day
2024-04-25,Normal Days,Clothing,Shorts,139,95,31.65,44,6,24,Female,Nevada,4.6,5,Weekly,110353,18,Low,Non-Festival Day
2024-12-02,Cyber Monday,Clothing,Blouse,78,66,15.38,12,7,59,Female,Virginia,4.0,22,Annually,40281,72,High,Festival Day
2024-12-02,Cyber Monday,Outerwear,Coat,37,28,24.32,9,12,62,Female,Idaho,4.2,5,Weekly,48671,31,High,Festival Day
2024-08-12,Back to School Sales,Accessories,Hat,96,83,13.54,13,13,58,Female,Colorado,4.1,18,Every 3 Months,142811,82,High,Festival Day
2024-12-17,Normal Days,Clothing,Socks,60,55,8.33,5,4,64,Female,Wisconsin,3.6,42,Every 3 Months,71431,5,Low,Non-Festival Day
2024-11-23,Normal Days,Footwear,Sandals,68,28,58.82,40,6,48,Female,Connecticut,3.7,22,Annually,110900,15,Low,Non-Festival Day
2024-05-26,Normal Days,Accessories,Scarf,118,79,33.05,39,6,60,Female,Kansas,3.6,37,Bi-Weekly,142139,6,Low,Non-Festival Day
2024-03-03,Normal Days,Accessories,Scarf,37,31,16.22,6,3,52,Female,Pennsylvania,3.8,23,Annually,127210,20,Low,Non-Festival Day
2024-10-20,Normal Days,Clothing,Blouse,81,37,54.32,44,8,63,Female,Utah,3.0,47,Fortnightly,147734,26,Low,Non-Festival Day
2024-11-18,Normal Days,Clothing,T-shirt,61,34,44.26,27,3,44,Female,Oregon,3.4,11,Fortnightly,112961,7,Low,Non-Festival Day
2024-11-20,Normal Days,Footwear,Shoes,87,74,14.94,13,8,63,Female,West Virginia,4.8,32,Weekly,135463,24,Low,Non-Festival Day
2024-01-13,Normal Days,Accessories,Gloves,69,31,55.07,38,8,66,Female,Montana,2.6,20,Weekly,48602,5,Low,Non-Festival Day
2024-07-07,Normal Days,Accessories,Sunglasses,84,66,21.43,18,3,22,Female,Kentucky,2.9,3,Quarterly,108789,25,Low,Non-Festival Day
2024-10-13,Normal Days,Footwear,Shoes,107,99,7.48,8,5,62,Female,Minnesota,4.9,32,Weekly,71399,24,Low,Non-Festival Day
2024-07-26,Back to School Sales,Clothing,Dress,89,55,38.2,34,13,39,Female,Louisiana,5.0,5,Fortnightly,43472,37,High,Festival Day
2024-04-23,Normal Days,Clothing,Blouse,58,23,60.34,35,6,25,Female,Delaware,4.6,45,Quarterly,69230,23,Low,Non-Festival Day
2024-01-22,Normal Days,Clothing,Sweater,130,88,32.31,42,6,70,Female,Arizona,4.2,43,Bi-Weekly,93616,5,Low,Non-Festival Day
2024-12-14,Normal Days,Outerwear,Jacket,41,26,36.59,15,6,52,Female,Nevada,4.9,1,Every 3 Months,27099,9,Low,Non-Festival Day
2024-08-01,Back to School Sales,Accessories,Backpack,133,94,29.32,39,12,68,Female,Alaska,4.8,9,Quarterly,138614,59,High,Festival Day
2024-06-19,Normal Days,Clothing,Shorts,37,25,32.43,12,4,18,Female,Utah,3.0,13,Every 3 Months,45431,5,Low,Non-Festival Day
2024-11-18,Normal Days,Clothing,Socks,103,96,6.8,7,3,18,Female,Kansas,3.5,5,Annually,76492,15,Low,Non-Festival Day
2024-02-23,Normal Days,Footwear,Sneakers,47,29,38.3,18,9,63,Female,North Carolina,3.4,39,Fortnightly,116722,25,Low,Non-Festival Day
2024-10-24,Normal Days,Footwear,Sneakers,53,36,32.08,17,5,47,Female,Maryland,3.4,7,Weekly,67684,13,Low,Non-Festival Day
2024-11-15,Normal Days,Clothing,Blouse,139,90,35.25,49,10,43,Female,Maine,4.9,8,Every 3 Months,50111,9,Low,Non-Festival Day
2024-05-05,Normal Days,Accessories,Gloves,74,38,48.65,36,4,60,Female,Illinois,4.4,40,Annually,125387,6,Low,Non-Festival Day
2024-10-03,Normal Days,Accessories,Handbag,90,52,42.22,38,7,49,Female,Pennsylvania,4.2,35,Monthly,83936,17,Low,Non-Festival Day
